Site_No,,,,,,,,,,,,,,,,,,,,,,,
Site_No,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Dut_No,Site_No,Dut_Pass,SW_Bin,Data_Num,OS_VCC,OS_SW,Vf,Isw,Ivcc,garbage,,Vcc,Vcc1,Icc_5V,Icc_1V,Icc3,Vcc_on,Vcc_off,SW_Freq_debug,BlankingTime,Tbodydiode,Ivcc_GateOn,Iq,
708,0,TRUE,1,17,-0.5063,-0.4908,-0.616,52.4881,287.8946,,,4.3841,7.7611,-32.1385,-19.585,82.4489,3.84,3.66,69.4444,3.2,0,1.241,86.8545
709,0,TRUE,1,17,-0.5068,-0.4804,-0.608,51.4724,284.8074,,,4.3851,7.6726,-31.1282,-18.921,79.9437,3.81,3.65,21.9298,3.4,0,1.22,84.8897
710,0,TRUE,1,17,-0.5077,-0.4787,-0.605,51.1269,283.2209,,,4.3859,7.7703,-31.3281,-18.979,80.954,3.85,3.68,0,3.4,0,1.219,85.6136
711,0,TRUE,1,17,-0.5064,-0.4745,-0.603,50.6987,284.6006,,,4.3846,7.7959,-30.9704,-18.702,80.2923,3.84,3.66,21.9202,3.4,0,1.209,84.9784
712,0,TRUE,1,17,-0.5075,-0.477,-0.602,51.2686,280.955,,,4.3852,7.7667,-31.7219,-19.33,79.6128,3.84,3.65,0,3.4,0,1.218,84.6386
713,0,TRUE,1,17,-0.5076,-0.479,-0.606,51.3011,269.4009,,,4.3861,7.7419,-31.0959,-18.937,79.5626,3.81,3.65,21.9298,3.4,0,1.196,84.2988
714,0,TRUE,1,17,-0.5066,-0.4778,-0.605,51.0619,276.2813,,,4.3858,7.7453,-32.0634,-19.747,80.1771,3.82,3.66,26.3158,3.4,0,1.207,84.8011
715,0,TRUE,1,17,-0.5081,-0.4716,-0.601,51.499,279.4601,,,4.3854,7.7786,-31.7246,-19.318,80.0855,3.83,3.66,21.9298,3.4,0,1.215,85.2
716,0,TRUE,1,17,-0.507,-0.4789,-0.605,51.7854,277.5812,,,4.3823,7.7575,-32.2652,-19.655,81.2229,3.85,3.66,0,3.4,0,1.223,86.0863
717,0,TRUE,1,17,-0.5084,-0.474,-0.601,51.2066,276.1927,,,4.3846,7.7398,-32.2205,-19.689,80.3011,3.8,3.64,18.797,3.4,0,1.213,84.4613
718,0,TRUE,1,17,-0.5081,-0.4817,-0.606,50.3976,278.4852,,,4.3852,7.7555,-32.4069,-19.75,79.3794,3.84,3.64,11.3623,3.6,0,1.212,84.1954
719,0,TRUE,1,17,-0.5065,-0.4802,-0.606,50.3237,278.045,,,4.3838,7.7263,-31.4607,-19.121,79.4976,3.82,3.64,26.3158,3.4,0,1.198,84.1511
720,0,TRUE,1,17,-0.5071,-0.4801,-0.606,50.1495,268.9636,,,4.3837,7.7172,-31.7176,-19.384,79.0426,3.8,3.63,17.8571,3.6,0,1.187,83.5307
721,0,TRUE,1,17,-0.5067,-0.4811,-0.606,49.9901,280.051,,,4.3836,7.7093,-31.5645,-19.093,78.7502,3.81,3.63,20.8333,3.6,0,1.195,83.4568
722,0,TRUE,1,17,-0.5077,-0.4791,-0.603,49.8779,269.197,,,4.3833,7.7858,-32.288,-19.695,77.3262,3.83,3.64,0,3.6,0,1.184,81.6842
723,0,TRUE,1,17,-0.5078,-0.4742,-0.603,49.9576,272.4349,,,4.3829,7.774,-31.618,-19.086,78.0057,3.85,3.64,0,3.6,0,1.19,83.1171
724,0,FALSE,3,4,-0.5079,-0.4722,-0.6,500.2908
725,0,TRUE,1,17,-0.5069,-0.4724,-0.603,50.0668,271.0818,,,4.384,7.745,-31.9707,-19.463,78.5493,3.82,3.63,21.9298,3.4,0,1.193,83.1023
726,0,TRUE,1,17,-0.5077,-0.4695,-0.601,50.0905,265.6342,,,4.3857,7.801,-32.1616,-19.729,78.1888,3.84,3.66,20.8333,3.6,0,1.18,82.4966
753,0,TRUE,1,17,-0.5068,-0.491,-0.616,51.4045,289.2949,,,4.3778,7.6687,-32.2454,-19.727,81.4149,3.78,3.66,0,3.2,0,1.24,86.2931
754,0,TRUE,1,17,-0.5085,-0.4818,-0.607,50.8552,275.3389,,,4.3816,7.7143,-30.7738,-18.696,79.6571,3.82,3.66,0,3.2,0,1.213,84.0773
755,0,TRUE,1,17,-0.5069,-0.4786,-0.606,50.5688,284.2195,,,4.3791,7.8199,-31.7191,-19.252,80.3189,3.84,3.66,26.295,3.4,0,1.213,85.6579
756,0,TRUE,1,17,-0.5068,-0.4783,-0.605,50.2765,266.55,,,4.3821,7.7925,-30.8465,-18.704,78.245,3.84,3.66,18.797,3.4,0,1.176,82.6591
757,0,TRUE,1,17,-0.5076,-0.4651,-0.604,49.8336,275.0287,,,4.3811,7.7959,-31.7662,-19.578,78.9156,3.85,3.65,13.8908,3.6,0,1.195,82.6444
758,0,TRUE,1,17,-0.507,-0.4624,-0.602,50.87,293.936,,,4.3822,7.7958,-31.6851,-19.191,80.3425,3.85,3.67,21.9298,3.4,0,1.219,85.2
759,0,FALSE,3,4,-0.5072,-0.4733,-0.612,61.822
760,0,TRUE,1,17,-0.5083,-0.4655,-0.6,50.9734,288.5475,,,4.3803,7.7775,-32.3406,-19.599,80.3277,3.85,3.65,21.9298,3.4,0,1.218,84.8454
761,0,TRUE,1,17,-0.5085,-0.4662,-0.599,51.1682,290.3732,,,4.3779,7.7735,-33.036,-20.056,81.4208,3.86,3.64,21.9298,3.4,0,1.221,85.9829
762,0,TRUE,1,17,-0.5083,-0.4657,-0.599,50.9852,302.016,,,4.3789,7.8053,-32.933,-19.801,81.4799,3.84,3.65,21.9298,3.4,0,1.237,86.9135
763,0,TRUE,1,17,-0.5073,-0.4638,-0.597,51.1121,276.8781,,,4.3796,7.7558,-31.644,-19.355,79.6896,3.83,3.65,0,3.4,0,1.204,84.4023
764,0,TRUE,1,17,-0.5084,-0.4743,-0.601,50.2322,290.515,,,4.3799,7.7463,-32.0259,-19.476,79.3883,3.82,3.65,21.9298,3.4,0,1.211,84.3875
765,0,TRUE,1,17,-0.5083,-0.4747,-0.601,49.8838,276.5709,,,4.3799,7.7909,-31.9815,-19.469,79.3144,3.84,3.65,25,3.6,0,1.192,83.8704
766,0,TRUE,1,17,-0.5086,-0.4813,-0.606,50.3001,273.8175,,,4.3819,7.8165,-31.8812,-19.49,78.8329,3.85,3.65,21.9298,3.4,0,1.186,83.5898
767,0,TRUE,1,17,-0.507,-0.4804,-0.607,50.0934,275.7023,,,4.3807,7.7821,-31.8277,-19.435,78.5404,3.83,3.64,20.829,3.6,0,1.187,82.5262
768,0,TRUE,1,17,-0.5081,-0.4834,-0.607,49.872,281.0289,,,4.3834,7.7378,-31.9172,-19.385,78.3454,3.81,3.63,20.8333,3.6,0,1.195,83.6045
769,0,TRUE,1,17,-0.5079,-0.4826,-0.606,49.5678,283.0909,,,4.3817,7.7021,-32.1442,-19.661,79.728,3.81,3.64,26.3158,3.4,0,1.199,84.4909
770,0,TRUE,1,17,-0.5068,-0.4811,-0.607,50.182,279.8501,,,4.3837,7.764,-31.8835,-19.214,79.1313,3.82,3.63,20.8333,3.6,0,1.196,83.575
771,0,TRUE,1,17,-0.5084,-0.482,-0.607,50.1938,280.9166,,,4.3836,7.7866,-31.4759,-18.89,79.663,3.84,3.65,26.3158,3.4,0,1.202,84.5352
772,0,TRUE,1,17,-0.5069,-0.4744,-0.603,51.1919,273.3625,,,4.3824,7.8234,-31.8348,-19.354,79.3735,3.86,3.65,26.3158,3.4,0,1.19,84.8897
773,0,TRUE,1,17,-0.5073,-0.4761,-0.604,50.1909,284.9698,,,4.3831,7.8459,-32.2703,-19.476,80.115,3.86,3.67,26.3158,3.4,0,1.202,84.9488
774,0,TRUE,1,17,-0.5082,-0.4828,-0.608,50.3178,269.8647,,,4.3841,7.7554,-32.147,-19.628,78.9688,3.82,3.65,0,3.6,0,1.189,83.708
775,0,TRUE,1,17,-0.5066,-0.4833,-0.61,49.7686,268.8986,,,4.3827,7.7353,-31.1148,-18.89,77.7428,3.81,3.63,21.9298,3.4,0,1.176,82.1716
776,0,TRUE,1,17,-0.5076,-0.4911,-0.615,50.2735,274.9933,,,4.3815,7.8114,-31.7995,-19.374,77.6009,3.83,3.64,20.8333,3.6,0,1.191,81.9057
777,0,TRUE,1,17,-0.5065,-0.4832,-0.609,49.5117,275.8914,,,4.3812,7.7339,-32.0923,-19.781,77.8402,3.83,3.64,20.8333,3.6,0,1.189,82.4671
778,0,TRUE,1,17,-0.5077,-0.4888,-0.612,49.7981,283.7291,,,4.3838,7.7198,-32.0233,-19.446,79.2022,3.81,3.64,0,3.6,0,1.201,84.092
805,0,TRUE,1,17,-0.5083,-0.4846,-0.609,50.2824,279.5576,,,4.3843,7.7825,-31.3944,-19.142,79.6128,3.83,3.66,0,3.6,0,1.205,83.7227
806,0,TRUE,1,17,-0.5062,-0.4796,-0.608,49.8838,275.7614,,,4.3818,7.8451,-30.716,-18.547,78.2184,3.86,3.66,31.0945,3.6,0,1.194,82.8659
807,0,TRUE,1,17,-0.5069,-0.4749,-0.606,50.0639,270.4851,,,4.3807,7.7515,-31.5725,-19.399,78.6999,3.84,3.65,26.3158,3.4,0,1.185,82.8216
808,0,TRUE,1,17,-0.507,-0.4695,-0.606,50.1702,266.423,,,4.3829,7.7653,-30.6812,-18.654,78.6438,3.83,3.64,21.9298,3.4,0,1.188,82.8955
809,0,TRUE,1,17,-0.5069,-0.468,-0.606,49.9842,274.9431,,,4.3824,7.7148,-30.7667,-18.792,78.5493,3.8,3.64,16.4447,3.4,0,1.198,83.0727
810,0,TRUE,1,17,-0.5085,-0.4715,-0.607,50.7135,273.1882,,,4.3817,7.7413,-30.6874,-18.231,79.5183,3.83,3.66,27.7855,3.2,0,1.21,84.6091
811,0,TRUE,1,17,-0.5072,-0.4689,-0.604,51.2686,294.6569,,,4.3774,7.7636,-32.2142,-19.475,81.9585,3.83,3.67,21.9298,3.4,0,1.241,86.7067
812,0,TRUE,1,17,-0.5064,-0.4699,-0.605,51.6791,291.0438,,,4.3766,7.7415,-32.1225,-19.475,82.8832,3.82,3.67,18.8041,3.4,0,1.246,87.4306
813,0,TRUE,1,17,-0.508,-0.4724,-0.605,52.0511,277.271,,,4.3784,7.8011,-32.5158,-19.947,81.2642,3.86,3.69,23.1481,3.2,0,1.226,86.4556
814,0,TRUE,1,17,-0.508,-0.4774,-0.609,51.9419,280.7364,,,4.3769,7.7194,-32.5959,-20.172,81.1313,3.81,3.67,27.7778,3.2,0,1.234,85.8204
815,0,TRUE,1,17,-0.508,-0.4801,-0.609,51.685,291.7322,,,4.3773,7.7673,-32.3904,-19.826,81.5685,3.83,3.68,23.1481,3.2,0,1.246,86.3374
816,0,TRUE,1,17,-0.5068,-0.4824,-0.61,51.933,284.704,,,4.3787,7.7662,-31.7232,-19.158,81.1667,3.83,3.66,23.1481,3.2,0,1.228,85.9681
817,0,TRUE,1,17,-0.5087,-0.4852,-0.61,50.8228,277.6699,,,4.3798,7.7326,-30.8865,-18.629,80.6704,3.83,3.67,21.9346,3.4,0,1.218,85.2
818,0,TRUE,1,17,-0.5082,-0.4848,-0.609,50.0934,278.2134,,,4.382,7.7318,-30.9944,-18.661,79.2672,3.8,3.66,21.9298,3.4,0,1.206,84.1068
819,0,TRUE,1,17,-0.507,-0.4849,-0.611,50.2115,278.7807,,,4.3834,7.7333,-30.5579,-18.574,78.3897,3.82,3.64,21.925,3.4,0,1.2,82.8807
820,0,TRUE,1,17,-0.5083,-0.4856,-0.61,50.0728,264.0714,,,4.382,7.7651,-30.7548,-18.624,77.6571,3.83,3.66,26.3227,3.4,0,1.18,82.9841
821,0,TRUE,1,17,-0.5067,-0.4843,-0.611,49.6475,283.5548,,,4.3821,7.7756,-30.7674,-18.561,77.9614,3.83,3.65,26.3158,3.4,0,1.192,82.6591
822,0,TRUE,1,17,-0.5063,-0.4837,-0.61,50.5245,271.3832,,,4.3833,7.7953,-30.9491,-18.743,79.2228,3.84,3.66,21.9298,3.4,0,1.19,83.8114
823,0,TRUE,1,17,-0.5085,-0.4906,-0.615,50.5452,283.8679,,,4.3842,7.7252,-31.0676,-18.644,79.8728,3.81,3.65,26.3158,3.4,0,1.207,85.0522
824,0,FALSE,3,4,-0.5074,-0.4997,-0.626,293.2456
825,0,TRUE,1,17,-0.5073,-0.4985,-0.623,51.0472,281.9299,,,4.381,7.7927,-32.1336,-19.385,79.985,3.83,3.65,21.9298,3.4,0,1.218,84.9488
826,0,TRUE,1,17,-0.5074,-0.4903,-0.615,51.1564,286.3436,,,4.3805,7.8235,-31.9573,-19.441,79.6985,3.85,3.65,26.3158,3.4,0,1.218,83.9886
827,0,TRUE,1,17,-0.5082,-0.4872,-0.611,51.5964,282.1367,,,4.3807,7.7972,-31.963,-19.314,80.5079,3.85,3.65,26.3158,3.4,0,1.216,85.4511
828,0,TRUE,1,17,-0.5075,-0.4844,-0.611,50.9113,275.655,,,4.3787,7.7775,-32.0224,-19.572,78.9156,3.82,3.65,26.3158,3.4,0,1.191,83.9591
829,0,TRUE,1,17,-0.5084,-0.4871,-0.613,50.1791,275.5369,,,4.378,7.7454,-31.5764,-18.992,79.5892,3.82,3.65,21.9298,3.4,0,1.194,84.5352
830,0,TRUE,1,17,-0.5064,-0.4866,-0.612,50.0226,282.8871,,,4.3818,7.7809,-31.9764,-19.432,78.6911,3.83,3.64,24.9252,3.6,0,1.197,83.3977
857,0,TRUE,1,17,-0.5081,-0.4689,-0.602,49.9901,280.0037,,,4.3815,7.8075,-32.4491,-20.092,78.5522,3.85,3.64,25,3.6,0,1.192,83.1023
858,0,TRUE,1,17,-0.5069,-0.4777,-0.605,50.7785,275.6078,,,4.3789,7.784,-32.5675,-20.036,78.2686,3.83,3.65,20.829,3.6,0,1.186,82.5557
859,0,TRUE,1,17,-0.5089,-0.478,-0.605,50.6869,270.6623,,,4.3789,7.7651,-32.5787,-20.078,78.9008,3.82,3.66,20.8333,3.6,0,1.197,83.7523
860,0,TRUE,1,17,-0.5074,-0.4777,-0.605,51.0206,282.2637,,,4.3792,7.7796,-32.6804,-20.101,79.5685,3.85,3.65,26.3158,3.4,0,1.211,84.0182
861,0,TRUE,1,17,-0.5088,-0.4794,-0.605,50.8759,272.0922,,,4.3812,7.829,-32.8585,-20.215,79.861,3.84,3.64,16.4474,3.4,0,1.208,84.5352
862,0,TRUE,1,17,-0.5076,-0.4791,-0.606,51.5787,277.8471,,,4.3789,7.7473,-32.9524,-20.222,80.5316,3.83,3.65,21.9298,3.4,0,1.214,85.2738
863,0,TRUE,1,17,-0.5075,-0.4808,-0.606,51.3395,269.3447,,,4.381,7.7932,-32.1723,-19.679,79.9791,3.83,3.65,21.9298,3.4,0,1.202,84.417
864,0,TRUE,1,17,-0.507,-0.4795,-0.607,50.2588,277.5753,,,4.3814,7.789,-31.9554,-19.518,78.5936,3.84,3.66,20.8333,3.6,0,1.196,83.5898
865,0,TRUE,1,17,-0.5084,-0.479,-0.606,50.185,290.8518,,,4.3819,7.7889,-31.921,-19.458,79.7132,3.85,3.66,26.3158,3.4,0,1.207,84.3727
866,0,TRUE,1,17,-0.5079,-0.4805,-0.607,50.1259,295.7854,,,4.3815,7.7601,-31.869,-19.277,80.0382,3.83,3.65,20.8333,3.6,0,1.218,85.0818
867,0,TRUE,1,17,-0.5084,-0.48,-0.606,49.9901,285.8236,,,4.3821,7.721,-31.4152,-19.137,78.4311,3.81,3.65,15.625,3.6,0,1.203,82.6296
868,0,TRUE,1,17,-0.5085,-0.4851,-0.609,50.0757,288.6036,,,4.3817,7.7218,-31.2679,-19.012,79.7871,3.82,3.67,0,3.4,0,1.206,84.4466
869,0,TRUE,1,17,-0.5078,-0.488,-0.614,49.9724,287.7085,,,4.381,7.7222,-31.6265,-19.091,79.8285,3.8,3.65,26.3158,3.4,0,1.211,84.4466
870,0,TRUE,1,17,-0.5066,-0.49,-0.616,51.1919,293.7972,,,4.3771,7.7176,-32.1344,-19.615,81.6926,3.81,3.66,21.9298,3.4,0,1.238,86.367
871,0,TRUE,1,17,-0.5074,-0.4888,-0.614,51.5846,280.503,,,4.3781,7.6966,-32.2988,-19.903,80.2568,3.81,3.67,21.9298,3.4,0,1.226,84.8159
872,0,TRUE,1,17,-0.507,-0.4811,-0.609,51.9005,269.9031,,,4.3773,7.702,-33.566,-20.787,80.1712,3.8,3.65,23.1428,3.2,0,1.222,84.8454
873,0,TRUE,1,17,-0.5066,-0.4835,-0.608,52.3523,290.9759,,,4.3793,7.7877,-33.9853,-20.759,82.1653,3.84,3.67,26.3227,3.4,0,1.249,87.2976
874,0,TRUE,1,17,-0.5073,-0.4981,-0.625,54.0679,284.5799,,,4.3768,7.7423,-32.2344,-19.647,82.0264,3.83,3.67,18.8005,3.4,0,1.24,86.3226
875,0,TRUE,1,17,-0.507,-0.4913,-0.616,51.9685,289.4426,,,4.3771,7.7583,-32.1899,-19.658,82.1535,3.84,3.68,69.4444,3.2,0,1.24,86.7806
876,0,TRUE,1,17,-0.5081,-0.4809,-0.606,50.9763,280.441,,,4.3821,7.8123,-31.0089,-18.7,79.598,3.86,3.67,0,3.4,0,1.218,84.8159
877,0,TRUE,1,17,-0.5082,-0.4796,-0.606,50.5068,269.3093,,,4.3809,7.7619,-31.4421,-19.24,78.9245,3.82,3.65,21.9298,3.4,0,1.192,83.9886
878,0,TRUE,1,17,-0.5081,-0.4775,-0.604,50.1997,278.9756,,,4.3826,7.744,-31.2221,-19.147,78.1918,3.82,3.65,18.7617,3.4,0,1.198,82.7625
879,0,TRUE,1,17,-0.5072,-0.4662,-0.606,50.1466,272.1011,,,4.3819,7.7934,-31.3967,-19.232,78.6556,3.84,3.65,65.7895,3.4,0,1.197,83.1466
880,0,TRUE,1,17,-0.5084,-0.4645,-0.602,50.7076,289.8237,,,4.3829,7.8173,-31.2777,-18.867,80.2657,3.85,3.67,18.797,3.4,0,1.221,85.2886
881,0,TRUE,1,17,-0.5082,-0.4688,-0.608,50.7726,277.4926,,,4.3818,7.8138,-31.4947,-18.98,80.4902,3.84,3.64,15.6226,3.6,0,1.209,85.5249
882,0,TRUE,1,17,-0.5072,-0.4665,-0.601,51.0974,278.3759,,,4.3805,7.7965,-32.3875,-19.701,80.1889,3.86,3.66,21.9298,3.4,0,1.21,84.417
909,0,TRUE,1,17,-0.507,-0.4775,-0.605,51.1387,278.5502,,,4.3779,7.7994,-32.8168,-20.019,80.5404,3.85,3.66,26.3158,3.4,0,1.206,85.2147
910,0,TRUE,1,17,-0.5077,-0.4769,-0.604,50.8464,269.3418,,,4.3788,7.8111,-32.3323,-19.906,78.5995,3.83,3.65,9.6154,3.6,0,1.193,83.2057
911,0,TRUE,1,17,-0.5086,-0.4795,-0.605,49.8306,276.6093,,,4.3815,7.7904,-32.6601,-20.137,78.0648,3.84,3.63,7.3475,3.6,0,1.189,82.4228
912,0,TRUE,1,17,-0.5077,-0.4778,-0.603,49.8306,282.5976,,,4.3804,7.7947,-31.959,-19.603,78.9363,3.85,3.66,21.9298,3.4,0,1.195,84.0329
913,0,TRUE,1,17,-0.5077,-0.4761,-0.605,50.4832,291.0409,,,4.3794,7.83,-32.4481,-19.577,80.5404,3.84,3.66,21.9298,3.4,0,1.215,85.5397
914,0,TRUE,1,17,-0.5074,-0.4729,-0.602,50.5393,265.9414,,,4.3803,7.7685,-32.6039,-20.148,78.307,3.81,3.64,17.8571,3.6,0,1.185,82.0091
915,0,TRUE,1,17,-0.5068,-0.4654,-0.6,49.6269,284.2076,,,4.3825,7.7863,-32.5947,-19.768,79.7132,3.84,3.65,20.829,3.6,0,1.203,84.6238
916,0,TRUE,1,17,-0.507,-0.4719,-0.604,50.1584,280.2578,,,4.3825,7.7843,-32.251,-19.562,79.2878,3.83,3.67,0,3.4,0,1.197,83.5307
917,0,FALSE,3,4,-0.5082,-0.4829,-0.62,495.2503
918,0,TRUE,1,17,-0.5086,-0.4729,-0.604,49.9399,278.8486,,,4.3837,7.7831,-32.2102,-19.723,79.8285,3.84,3.64,25,3.6,0,1.187,84.1954
919,0,TRUE,1,17,-0.5067,-0.4706,-0.603,50.5157,288.642,,,4.3826,7.8161,-32.3181,-19.684,79.9407,3.85,3.65,17.8571,3.6,0,1.209,84.6238
920,0,TRUE,1,17,-0.507,-0.467,-0.604,50.5098,270.7273,,,4.3817,7.7938,-31.9044,-19.539,78.4311,3.83,3.65,0,3.4,0,1.192,82.1864
921,0,TRUE,1,17,-0.5074,-0.4735,-0.615,51.3366,285.3834,,,4.3827,7.7854,-32.4972,-19.692,79.6158,3.83,3.65,0,3.6,0,1.206,84.1364
922,0,TRUE,1,17,-0.5087,-0.4703,-0.603,49.8159,275.4512,,,4.3842,7.8568,-32.3433,-19.587,78.7767,3.87,3.65,20.8333,3.6,0,1.19,83.4864
923,0,TRUE,1,17,-0.507,-0.4699,-0.603,49.6298,277.0022,,,4.3833,7.7489,-31.814,-19.515,78.1298,3.82,3.65,20.8333,3.6,0,1.186,83.1466
924,0,TRUE,1,17,-0.5081,-0.4697,-0.6,50.5186,281.5931,,,4.3823,7.7564,-32.1053,-19.542,79.1638,3.84,3.64,0,3.6,0,1.202,84.1807
925,0,TRUE,1,17,-0.5072,-0.4682,-0.602,50.5836,274.175,,,4.3831,7.7203,-32.2445,-19.66,79.406,3.83,3.64,0,3.6,0,1.201,83.9148
926,0,TRUE,1,17,-0.5081,-0.4734,-0.602,50.5747,285.1914,,,4.3844,7.7238,-32.6838,-20.093,80.3602,3.82,3.65,21.9298,3.4,0,1.217,85.3034
927,0,TRUE,1,17,-0.5079,-0.4744,-0.601,50.87,280.1278,,,4.3837,7.7477,-32.1168,-19.547,80.1032,3.83,3.65,21.9298,3.4,0,1.213,85.2738
928,0,TRUE,1,17,-0.5073,-0.4761,-0.605,52.0216,286.6095,,,4.3822,7.7296,-33.0921,-20.333,81.3292,3.83,3.65,21.9154,3.4,0,1.234,86.2931
929,0,TRUE,1,17,-0.5071,-0.4782,-0.606,52.1338,279.5842,,,4.384,7.795,-32.3073,-19.711,81.3026,3.85,3.66,21.9298,3.4,0,1.22,86.1306
930,0,TRUE,1,17,-0.5081,-0.4786,-0.604,50.994,283.1205,,,4.3844,7.8457,-32.1782,-19.781,80.2834,3.86,3.67,20.8333,3.6,0,1.217,85.0227
931,0,TRUE,1,17,-0.508,-0.4789,-0.604,51.0383,278.2312,,,4.3856,7.757,-31.7638,-19.233,79.4415,3.82,3.65,18.7935,3.4,0,1.213,83.6045
932,0,TRUE,1,17,-0.5069,-0.4821,-0.608,50.9763,283.4602,,,4.3834,7.766,-31.1904,-18.863,80.6763,3.84,3.64,21.9298,3.4,0,1.214,85.4659
933,0,TRUE,1,17,-0.5063,-0.4828,-0.608,50.8936,278.4025,,,4.3839,7.7311,-31.0162,-18.679,79.3676,3.84,3.66,26.3158,3.4,0,1.207,83.6784
934,0,TRUE,1,17,-0.5059,-0.483,-0.609,51.8179,282.2992,,,4.384,7.7488,-30.5708,-18.348,80.9954,3.83,3.65,23.1481,3.2,0,1.223,85.8499
961,0,TRUE,1,17,-0.5081,-0.4984,-0.623,56.3445,271.2473,,,4.3825,7.8777,-31.9757,-19.44,79.5183,3.87,3.65,0,3.6,0,1.184,83.9886
962,0,TRUE,1,17,-0.5083,-0.4851,-0.61,50.8523,292.2314,,,4.3831,7.7909,-32.1972,-19.518,79.4503,3.85,3.64,18.797,3.4,0,1.22,84.2988
963,0,TRUE,1,17,-0.5083,-0.4841,-0.609,50.4566,284.8753,,,4.3836,7.7246,-31.5177,-18.834,79.5212,3.84,3.64,21.9394,3.4,0,1.209,84.6534
964,0,TRUE,1,17,-0.5081,-0.4674,-0.604,50.7371,272.7983,,,4.3837,7.7652,-32.2218,-19.655,78.6468,3.83,3.64,20.8333,3.6,0,1.193,83.7375
965,0,TRUE,1,17,-0.5085,-0.4691,-0.61,50.7903,290.1369,,,4.3834,7.7725,-32.3672,-19.521,79.8875,3.82,3.64,21.8723,3.4,0,1.214,84.4466
966,0,TRUE,1,17,-0.5069,-0.4671,-0.601,50.1141,280.2076,,,4.3825,7.7572,-32.278,-19.747,79.4208,3.84,3.65,21.925,3.4,0,1.197,84.0477
967,0,TRUE,1,17,-0.5079,-0.4674,-0.601,49.7922,277.5369,,,4.3828,7.7397,-32.2467,-19.787,78.5995,3.82,3.64,0,3.6,0,1.194,82.8364
968,0,TRUE,1,17,-0.5072,-0.4691,-0.611,51.4488,270.6092,,,4.3802,7.8258,-31.9557,-19.331,78.6586,3.85,3.65,20.8333,3.6,0,1.194,82.6739
969,0,TRUE,1,17,-0.5074,-0.4644,-0.602,50.4389,271.779,,,4.3806,7.7432,-32.1738,-19.603,79.2435,3.84,3.64,20.8333,3.6,0,1.19,84.0477
970,0,TRUE,1,17,-0.5084,-0.4694,-0.6,49.8188,268.5205,,,4.3812,7.7728,-31.8766,-19.494,78.1061,3.84,3.64,17.8571,3.6,0,1.18,82.7034
971,0,TRUE,1,17,-0.5085,-0.4695,-0.601,49.996,271.8234,,,4.3813,7.7206,-32.1483,-19.731,77.9171,3.83,3.63,20.8333,3.6,0,1.18,82.4228
972,0,TRUE,1,17,-0.5086,-0.4707,-0.601,50.9291,289.1383,,,4.3783,7.767,-32.3194,-19.676,79.9909,3.83,3.65,25,3.6,0,1.206,84.8306
973,0,TRUE,1,17,-0.5085,-0.4702,-0.599,51.1062,275.0937,,,4.3804,7.7701,-32.2123,-19.714,79.0869,3.83,3.64,0,3.4,0,1.209,84.2545
974,0,TRUE,1,17,-0.5075,-0.4751,-0.604,51.2184,298.2493,,,4.3782,7.8346,-32.781,-19.978,80.8654,3.85,3.66,26.3089,3.4,0,1.233,85.8499
975,0,TRUE,1,17,-0.5084,-0.4747,-0.602,51.4015,286.9817,,,4.3807,7.8577,-32.244,-19.543,79.8787,3.86,3.67,0,3.4,0,1.23,84.7125
976,0,TRUE,1,17,-0.5086,-0.4765,-0.604,51.369,292.0276,,,4.38,7.7606,-32.3672,-19.766,80.697,3.83,3.63,0,3.4,0,1.233,85.259
977,0,TRUE,1,17,-0.5069,-0.4737,-0.603,50.8759,291.8622,,,4.3811,7.8243,-31.6177,-18.935,79.9644,3.85,3.67,14.6177,3.4,0,1.223,84.7568
978,0,TRUE,1,17,-0.5076,-0.4775,-0.603,50.3798,267.838,,,4.3836,7.7446,-30.9788,-18.921,77.4444,3.83,3.65,21.9298,3.4,0,1.187,81.7137
979,0,TRUE,1,17,-0.5067,-0.4782,-0.606,49.7657,290.1132,,,4.3817,7.7554,-31.738,-19.29,79.0692,3.83,3.64,21.9298,3.4,0,1.204,83.8557
980,0,TRUE,1,17,-0.5081,-0.4818,-0.606,50.0728,280.1751,,,4.3814,7.7993,-31.2806,-18.963,79.1608,3.85,3.65,18.7935,3.4,0,1.198,83.6784
981,0,TRUE,1,17,-0.5069,-0.4785,-0.605,50.1761,275.9327,,,4.382,7.7362,-30.8563,-18.781,78.3247,3.83,3.65,21.9298,3.4,0,1.194,83.3091
982,0,TRUE,1,17,-0.507,-0.4752,-0.603,50.3798,278.051,,,4.3808,7.7755,-30.6296,-18.498,79.2524,3.84,3.66,21.925,3.4,0,1.208,84.225
983,0,TRUE,1,17,-0.5081,-0.4769,-0.603,50.9645,291.6022,,,4.3802,7.7638,-31.1673,-18.787,81.019,3.83,3.66,26.2398,3.4,0,1.235,85.9386
984,0,TRUE,1,17,-0.5072,-0.4774,-0.604,51.496,285.4868,,,4.3779,7.7272,-32.0259,-19.502,80.9954,3.81,3.65,18.7935,3.4,0,1.233,86.042
985,0,TRUE,1,17,-0.5067,-0.48,-0.606,51.7883,285.9418,,,4.3777,7.7468,-32.7233,-20.006,81.8758,3.81,3.66,69.4444,3.2,0,1.245,86.5885
